model,estimate_days,direct_ato_ipw_treated_mean_days,direct_ato_ipw_control_mean_days,direct_ato_ipw_effect_days,plugin_component_days,treated_residual_component_days,control_residual_component_days,total_residual_augmentation_days,aipw_minus_direct_ato_ipw_days,ato_denominator,exact_stage12_estimate_days,replication_difference_days,horizon_days,n,treated,control,events,pseudo_mean,pseudo_sd,pseudo_p99,pseudo_max
arm_ridge_unbounded_exact_stage12,28.77317349699449,680.2508717864388,653.7396796700472,26.511192116391612,15.729562291345745,4.45052286861403,8.593088337034718,13.043611205648748,2.2619813806028795,113.17837397891522,28.77317349699449,0.0,730.0,559,194,365,50,664.8486251306394,323.96234666353604,1569.5421518316814,2264.138539448896
