mapped_clone_table,long_candidate_rows,landmark_rows,long_patient_id_column,landmark_patient_id_column,ccw_unique_patients,landmark_unique_patients,patient_intersection,landmark_patient_coverage,treatment_column,event_column,time_column,propensity_column,merged_long_rows,merged_patients,landmark_candidate_path,bridge_status
data\derived\stage15\60_ccw_long_with_patient_id.csv,17235,559,__stage15_patient_id,patient_id_normalized,594,559,559,1.0,analysis_treatment,analysis_event,analysis_time,propensity_score_oof_stage30,17057,559,data\derived\stage14_trace\53_candidate_06.csv,CCW_ADHERENCE_OR_CENSORING_MODEL_REMAINS_PRIMARY_DIFFERENCE
