stage16_decision,exact_reconstruction_passed,confirmatory_outcome_model_sign_stable,confirmatory_model_effect_spread_days,ridge_bounding_shift_days,maximum_leave_one_fold_out_spread_days,unbounded_ridge_max_outside_fraction,exact_aipw_days,exact_direct_ato_ipw_days,exact_plugin_component_days,exact_total_residual_augmentation_days,protocol_status,publication_bootstrap_locked,paper_claim
POSITIVE_DIRECTION_BUT_OUTCOME_MODEL_DEPENDENT_HOLD_PUBLICATION_BOOTSTRAP,True,True,3.983303261758529,1.117304800931251,88.88642979429464,0.1878354203935599,28.77317349699449,26.51119211639161,15.729562291345744,13.043611205648748,CANDIDATE_V6_NOT_LOCKED,True,"reliability across time-zero, target weighting, censoring, and outcome nuisance choices"
