stage15_decision,bridge_status,reestimated_truncation_robust,protocol_status,publication_bootstrap_locked,paper_claim
ADHERENCE_OR_CENSORING_MODEL_DRIVES_SIGN_DISAGREEMENT_REQUIRE_BRIDGE_ESTIMATOR,CCW_ADHERENCE_OR_CENSORING_MODEL_REMAINS_PRIMARY_DIFFERENCE,True,CANDIDATE_V5_NOT_LOCKED,True,"reliability across time-zero, target-population, and nuisance-model choices"
